fieldmap_name:     	BD-004
timestamp:         	2017-03-09_18-46-47
filename:          	2017-03-06_BD-004_Model09_Hall_I=991.63A.dat
nr_magnets:        	1

magnet_name:       	BD-004
gap[mm]:           	28
control_gap[mm]:   	--
magnet_length[mm]: 	1206
current_main[A]:   	500.0
NI_main[A.esp]:   	6000.00
center_pos_z[mm]: 	0
center_pos_x[mm]: 	0
rotation[deg]:    	0

X[mm]		Y[mm]		Z[mm]		B x, By, B z   [T]
------------------------------------------------------------------------------------------------------------------------------------------------------------------
-50	0	-741.5	5.1462070517123326e-05	-0.002319215139863245	-0.0001881036564172271
-48	0	-741.5	4.9976953524979085e-05	-0.0023551262313230483	-0.00018422620781933225
-46	0	-741.5	4.938478729641452e-05	-0.0023966442485217404	-0.00018913391141205658
-44	0	-741.5	6.326779839729492e-05	-0.002435499445586231	-0.0001965329314195773
-42	0	-741.5	6.91800615101606e-05	-0.0024833745613770685	-0.0001949219968511302
-40	0	-741.5	5.0888702634118624e-05	-0.0025122532812788534	-0.00020038229255970355
-38	0	-741.5	6.351218422694468e-05	-0.0025551401584883384	-0.00019908979991057666
-36	0	-741.5	6.285422012023482e-05	-0.0025930390319123557	-0.0002000544881544604
-34	0	-741.5	6.35497809180644e-05	-0.002619705035391893	-0.00020416608694888403
-32	0	-741.5	6.922705737406029e-05	-0.002652118842141447	-0.00020869915903200796
-30	0	-741.5	5.7129947800339245e-05	-0.002695465214898294	-0.000206460717785586
-28	0	-741.5	7.299624305675767e-05	-0.002725516035859063	-0.00020678852219082914
-26	0	-741.5	6.996021486300964e-05	-0.0027564107132312886	-0.00020776257292063575
-24	0	-741.5	7.026099572933902e-05	-0.0027852990597643677	-0.00021134969640646458
-22	0	-741.5	7.322183054084754e-05	-0.0027998134370005867	-0.00021597642269830284
-20	0	-741.5	6.66046074573723e-05	-0.002813915277866485	-0.00021636979385449175
-18	0	-741.5	7.60886662871853e-05	-0.002847407267320938	-0.00022126812028655038
-16	0	-741.5	8.698264505821733e-05	-0.002864425273081184	-0.00021920763964637712
-14	0	-741.5	7.414297882276707e-05	-0.0028834120423389406	-0.00022353466366548377
-12	0	-741.5	8.747141671751687e-05	-0.00289474798767703	-0.0002258480194740315
-10	0	-741.5	8.224531522970079e-05	-0.0029151132435768735	-0.0002223077377673027
-8	0	-741.5	9.087402732442529e-05	-0.002919641986610864	-0.00023209504282023982
-6	0	-741.5	8.938890666359535e-05	-0.002927293045326418	-0.0002330129039597663
-4	0	-741.5	9.265052234143329e-05	-0.002942313642491156	-0.00022625075311614328
-2	0	-741.5	0.00010048027540037747	-0.0029365566821816158	-0.0002266722117301008
0	0	-741.5	0.00010435285932102553	-0.0029475549910367685	-0.00023583201010506308
2	0	-741.5	0.00012119669789604302	-0.0029408696477970955	-0.00022939767834142605
4	0	-741.5	0.00011224840658942928	-0.0029458860618846736	-0.00022434011627496444
6	0	-741.5	0.00011926040960440472	-0.002935600358541143	-0.00023491416364027938
8	0	-741.5	0.00010878940828321269	-0.0029345782920528105	-0.00022938831585550318
10	0	-741.5	0.00012900765994679875	-0.002931681145625166	-0.00023361230850522973
12	0	-741.5	0.00012888546336328817	-0.0029128629598129912	-0.000226878274468861
14	0	-741.5	0.00014024001627527995	-0.0028963701924479674	-0.00022684080985042665
16	0	-741.5	0.0001428342613362567	-0.002884274682421214	-0.00023223553880805423
18	0	-741.5	0.00014723322094469546	-0.0028731075553245938	-0.0002245930061180818
20	0	-741.5	0.00014380241281944728	-0.0028536894660256998	-0.0002298753412204064
22	0	-741.5	0.00015224313412120162	-0.0028321053846857153	-0.00022517368569169947
24	0	-741.5	0.0001551475592212877	-0.0028114682351507944	-0.00022396548476536415
26	0	-741.5	0.000160401865564815	-0.0027975161940596615	-0.0002227666609996945
