fieldmap_name:      	LDE05
timestamp:          	2026-01-20_07-54-13
filename:           	2026-01-20_LDE05_Fieldmap_X=-130_130mm_Z=-350_350mm_Imc=10.0A_ID=5484.dat
nr_magnets:         	1
magnet_name:        	LDE05
gap[mm]:            	--
control_gap[mm]:    	--
magnet_length[mm]:  	--
current_main[A]:    	10.0
nr_turns_main:      	 
center_pos_z[mm]:   	0
center_pos_x[mm]:   	0
rotation[deg]:      	0

X[mm]	Y[mm]	Z[mm]	Bx[T]	By[T]	Bz[T]
85.000	5.000	-350.000	-3.6010674537e-05	3.0635504809e-04	-1.4319093744e-05
90.000	5.000	-350.000	-4.0331052927e-05	2.9398202963e-04	-1.6494384723e-05
95.000	5.000	-350.000	-3.7160687222e-05	2.8269657770e-04	-1.5641605460e-05
100.000	5.000	-350.000	-3.4129038995e-05	2.7139479370e-04	-1.1994140372e-05
105.000	5.000	-350.000	-3.1787249217e-05	2.5683327939e-04	-9.4298753530e-06
110.000	5.000	-350.000	-3.1459846124e-05	2.4445283713e-04	-8.8719754511e-06
115.000	5.000	-350.000	-3.0524621798e-05	2.3236934135e-04	-8.8630846160e-06
120.000	5.000	-350.000	-3.1444930265e-05	2.2040982071e-04	-9.9951842840e-06
125.000	5.000	-350.000	-2.6429472848e-05	2.0814073330e-04	-7.1530806662e-06
130.000	5.000	-350.000	-2.3025673932e-05	1.9547076807e-04	-5.7483287203e-06
-130.000	5.000	-349.000	-3.9034119039e-05	1.9355546307e-04	-3.6927746309e-05
-125.000	5.000	-349.000	-3.6659514379e-05	2.0769160170e-04	-3.3246940624e-05
-120.000	5.000	-349.000	-3.6583443501e-05	2.2096139885e-04	-3.2692745243e-05
-115.000	5.000	-349.000	-3.8180186145e-05	2.3357642891e-04	-3.3607760344e-05
-110.000	5.000	-349.000	-3.7791628033e-05	2.4700583473e-04	-3.2591982446e-05
-105.000	5.000	-349.000	-4.0906805061e-05	2.6038995617e-04	-3.3175073041e-05
-100.000	5.000	-349.000	-4.2894343190e-05	2.7339175895e-04	-3.2992810924e-05
-95.000	5.000	-349.000	-3.8309954113e-05	2.8691024861e-04	-3.0850860592e-05
-90.000	5.000	-349.000	-3.7618604075e-05	2.9926248084e-04	-2.9246805776e-05
-85.000	5.000	-349.000	-4.3310495639e-05	3.1179585041e-04	-3.1820702510e-05
-80.000	5.000	-349.000	-4.5218233923e-05	3.2416070280e-04	-3.2334148231e-05
-75.000	5.000	-349.000	-4.4273314296e-05	3.3539493135e-04	-3.1253911778e-05
-70.000	5.000	-349.000	-4.4741672249e-05	3.4627653590e-04	-3.1401351459e-05
-65.000	5.000	-349.000	-4.6175086236e-05	3.5650634287e-04	-3.0305556045e-05
-60.000	5.000	-349.000	-4.3203847251e-05	3.6690689404e-04	-2.8832641045e-05
-55.000	5.000	-349.000	-5.3677017175e-05	3.7677665333e-04	-3.3792245170e-05
-50.000	5.000	-349.000	-4.5540416463e-05	3.8398725670e-04	-2.8488862091e-05
-45.000	5.000	-349.000	-4.7200551497e-05	3.9226760982e-04	-2.7626451094e-05
-40.000	5.000	-349.000	-5.3125876212e-05	4.0011219394e-04	-3.0130702956e-05
-35.000	5.000	-349.000	-5.2551615668e-05	4.0668733176e-04	-2.9916582013e-05
-30.000	5.000	-349.000	-5.3524129628e-05	4.1230704423e-04	-2.9560207710e-05
-25.000	5.000	-349.000	-5.1974371952e-05	4.1630468645e-04	-2.8709651160e-05
-20.000	5.000	-349.000	-4.8509418066e-05	4.1976485550e-04	-2.5472646311e-05
-15.000	5.000	-349.000	-4.9175411140e-05	4.2323244822e-04	-2.5920151673e-05
-10.000	5.000	-349.000	-4.6052030405e-05	4.2465185247e-04	-2.3061007309e-05
-5.000	5.000	-349.000	-5.1863994600e-05	4.2600741323e-04	-2.7140418780e-05
0.000	5.000	-349.000	-5.1465741184e-05	4.2726869347e-04	-2.6402479473e-05
5.000	5.000	-349.000	-4.7668909449e-05	4.2604750100e-04	-2.2415680866e-05
10.000	5.000	-349.000	-4.6989492102e-05	4.2520120349e-04	-2.2639433547e-05
15.000	5.000	-349.000	-4.4533596024e-05	4.2231859537e-04	-2.0536010157e-05
20.000	5.000	-349.000	-4.7024544369e-05	4.1934541857e-04	-2.2510516439e-05
25.000	5.000	-349.000	-4.4233041479e-05	4.1574048810e-04	-2.0211494678e-05
30.000	5.000	-349.000	-4.6245190770e-05	4.0993369935e-04	-2.0499705914e-05
35.000	5.000	-349.000	-4.5748492687e-05	4.0570889305e-04	-2.1771095325e-05
40.000	5.000	-349.000	-4.8070146038e-05	3.9953314826e-04	-2.1826663044e-05
45.000	5.000	-349.000	-4.1699582934e-05	3.9199516140e-04	-1.8039167314e-05
50.000	5.000	-349.000	-4.1819655594e-05	3.8456852947e-04	-1.7147861100e-05
55.000	5.000	-349.000	-4.1779382776e-05	3.7564454480e-04	-1.8094735033e-05
60.000	5.000	-349.000	-3.7172619909e-05	3.6618902588e-04	-1.5331908038e-05
65.000	5.000	-349.000	-3.5129147304e-05	3.5682333326e-04	-1.1699261008e-05
70.000	5.000	-349.000	-4.1523575805e-05	3.4677986022e-04	-1.6284709196e-05
75.000	5.000	-349.000	-4.0030498380e-05	3.3655599217e-04	-1.6418071722e-05
80.000	5.000	-349.000	-3.7534329475e-05	3.2519556136e-04	-1.4277603180e-05
85.000	5.000	-349.000	-3.7314320564e-05	3.1351071646e-04	-1.4588041504e-05
90.000	5.000	-349.000	-4.0964231115e-05	3.0255339047e-04	-1.6359540391e-05
95.000	5.000	-349.000	-3.8562777913e-05	2.9010984720e-04	-1.5893512453e-05
100.000	5.000	-349.000	-3.5472212048e-05	2.7809390687e-04	-1.2146025471e-05
105.000	5.000	-349.000	-3.2471887121e-05	2.6382933908e-04	-9.2602085834e-06
110.000	5.000	-349.000	-3.1968476898e-05	2.5150605905e-04	-9.1172143190e-06
115.000	5.000	-349.000	-3.2401036793e-05	2.3848124286e-04	-9.6773369296e-06
120.000	5.000	-349.000	-3.1624666360e-05	2.2588922616e-04	-9.9470255939e-06
125.000	5.000	-349.000	-2.7711490886e-05	2.1306781826e-04	-7.1804940744e-06
130.000	5.000	-349.000	-2.3875877869e-05	2.0024269849e-04	-6.2714061855e-06
-130.000	5.000	-348.000	-3.9702349495e-05	1.9899032658e-04	-3.6983314027e-05
-125.000	5.000	-348.000	-3.7089091101e-05	2.1301511025e-04	-3.3757422733e-05
-120.000	5.000	-348.000	-3.7552974298e-05	2.2669395120e-04	-3.2512705834e-05
-115.000	5.000	-348.000	-3.9107206745e-05	2.4034680929e-04	-3.3010592594e-05
-110.000	5.000	-348.000	-3.8163778700e-05	2.5392023415e-04	-3.2188931259e-05
-105.000	5.000	-348.000	-4.2171669852e-05	2.6779728678e-04	-3.2191894871e-05
-100.000	5.000	-348.000	-4.4011540982e-05	2.8140411804e-04	-3.3281763061e-05
-95.000	5.000	-348.000	-3.9332436207e-05	2.9492706188e-04	-3.0729352513e-05
-90.000	5.000	-348.000	-3.8861840874e-05	3.0788654969e-04	-2.8433294372e-05
-85.000	5.000	-348.000	-4.4626074346e-05	3.2023655476e-04	-3.1977773928e-05
-80.000	5.000	-348.000	-4.6539033180e-05	3.3342543367e-04	-3.2653477388e-05
-75.000	5.000	-348.000	-4.5767137510e-05	3.4384231696e-04	-3.1037568127e-05
-70.000	5.000	-348.000	-4.6574831240e-05	3.5590725330e-04	-3.1249466361e-05
-65.000	5.000	-348.000	-4.7303470920e-05	3.6618457168e-04	-3.0756025018e-05
-60.000	5.000	-348.000	-4.4160699565e-05	3.7672988426e-04	-2.8659269762e-05
-55.000	5.000	-348.000	-5.5132804943e-05	3.8711187623e-04	-3.4619092824e-05
-50.000	5.000	-348.000	-4.6580051790e-05	3.9385478885e-04	-2.8938590162e-05
-45.000	5.000	-348.000	-4.8438567739e-05	4.0314253295e-04	-2.8185832798e-05
-40.000	5.000	-348.000	-5.4903100726e-05	4.1026182523e-04	-3.0208497762e-05
-35.000	5.000	-348.000	-5.3782173976e-05	4.1709456413e-04	-3.0535976852e-05
-30.000	5.000	-348.000	-5.4962018366e-05	4.2310550359e-04	-2.9866200615e-05
-25.000	5.000	-348.000	-5.3503247426e-05	4.2718480608e-04	-2.9229765009e-05
-20.000	5.000	-348.000	-5.0508888873e-05	4.3079419075e-04	-2.6057959616e-05
-15.000	5.000	-348.000	-5.0945923522e-05	4.3438278915e-04	-2.6575850756e-05
-10.000	5.000	-348.000	-4.7401169792e-05	4.3559358849e-04	-2.3458131274e-05
-5.000	5.000	-348.000	-5.3070687536e-05	4.3768186472e-04	-2.6441747328e-05
0.000	5.000	-348.000	-5.3465211988e-05	4.3872637402e-04	-2.6238739928e-05
5.000	5.000	-348.000	-4.9312637037e-05	4.3777020630e-04	-2.2900972278e-05
10.000	5.000	-348.000	-4.8811464197e-05	4.3569380793e-04	-2.3115834125e-05
15.000	5.000	-348.000	-4.5855886868e-05	4.3341103174e-04	-2.0267062397e-05
20.000	5.000	-348.000	-4.8202151384e-05	4.3048313929e-04	-2.2916531239e-05
25.000	5.000	-348.000	-4.5978196906e-05	4.2629470896e-04	-2.0466365283e-05
30.000	5.000	-348.000	-4.7680842136e-05	4.2181898289e-04	-2.0707899635e-05
35.000	5.000	-348.000	-4.7389982898e-05	4.1634180476e-04	-2.1474734157e-05
40.000	5.000	-348.000	-4.8996420840e-05	4.0989583867e-04	-2.2170441999e-05
45.000	5.000	-348.000	-4.2733251920e-05	4.0204383090e-04	-1.7865796031e-05
50.000	5.000	-348.000	-4.2874206781e-05	3.9482431917e-04	-1.7901359371e-05
55.000	5.000	-348.000	-4.3726648087e-05	3.8550762277e-04	-1.7988785916e-05
60.000	5.000	-348.000	-3.8336056865e-05	3.7619166873e-04	-1.6323236148e-05
65.000	5.000	-348.000	-3.6490219386e-05	3.6612295528e-04	-1.2221597569e-05
70.000	5.000	-348.000	-4.2813797555e-05	3.5624057575e-04	-1.6810009368e-05
75.000	5.000	-348.000	-4.1684667075e-05	3.4530477848e-04	-1.7209356042e-05
80.000	5.000	-348.000	-3.8393482920e-05	3.3351971419e-04	-1.5094078200e-05
85.000	5.000	-348.000	-3.8359176446e-05	3.2220531008e-04	-1.4306498394e-05
90.000	5.000	-348.000	-4.1971051556e-05	3.1037199192e-04	-1.6685537677e-05
95.000	5.000	-348.000	-3.9186260794e-05	2.9760106515e-04	-1.6118746942e-05
100.000	5.000	-348.000	-3.6157595743e-05	2.8540992640e-04	-1.2629835080e-05
105.000	5.000	-348.000	-3.3830721826e-05	2.7044233778e-04	-1.0229309608e-05
110.000	5.000	-348.000	-3.3382500280e-05	2.5798765893e-04	-1.0115951461e-05
115.000	5.000	-348.000	-3.2600909296e-05	2.4477279699e-04	-1.0363413037e-05
120.000	5.000	-348.000	-3.2692641826e-05	2.3139461443e-04	-1.0326367891e-05
125.000	5.000	-348.000	-2.8832417652e-05	2.1821241654e-04	-7.0901039175e-06
130.000	5.000	-348.000	-2.4946090718e-05	2.0537170709e-04	-6.1476753970e-06
-130.000	5.000	-347.000	-4.0490652611e-05	2.0452318244e-04	-3.6974423192e-05
-125.000	5.000	-347.000	-3.7802069134e-05	2.1907207668e-04	-3.4019702365e-05
-120.000	5.000	-347.000	-3.8415856708e-05	2.3290458743e-04	-3.2248203493e-05
-115.000	5.000	-347.000	-3.9427151908e-05	2.4670963059e-04	-3.3701855014e-05
-110.000	5.000	-347.000	-3.8911063207e-05	2.6114791213e-04	-3.1505077867e-05
-105.000	5.000	-347.000	-4.2478936534e-05	2.7554462112e-04	-3.3019483429e-05
-100.000	5.000	-347.000	-4.4796860925e-05	2.8873275779e-04	-3.3293617508e-05
-95.000	5.000	-347.000	-4.0832225769e-05	3.0277981218e-04	-3.0603399017e-05
-90.000	5.000	-347.000	-4.0086432849e-05	3.1611642203e-04	-2.8863018064e-05
-85.000	5.000	-347.000	-4.5370375678e-05	3.2905512353e-04	-3.1937024268e-05
-80.000	5.000	-347.000	-4.7747217705e-05	3.4220242990e-04	-3.2456397212e-05
-75.000	5.000	-347.000	-4.6606900335e-05	3.5374028621e-04	-3.1233907400e-05
-70.000	5.000	-347.000	-4.7490664942e-05	3.6538355850e-04	-3.0473741007e-05
-65.000	5.000	-347.000	-4.8980013396e-05	3.7610332714e-04	-3.0674525697e-05
-60.000	5.000	-347.000	-4.5449429728e-05	3.8653802712e-04	-2.8323640740e-05
-55.000	5.000	-347.000	-5.6260443828e-05	3.9724220603e-04	-3.4468689532e-05
-50.000	5.000	-347.000	-4.8626507554e-05	4.0446691433e-04	-2.9158638329e-05
-45.000	5.000	-347.000	-4.9336502410e-05	4.1322535127e-04	-2.8794114093e-05
-40.000	5.000	-347.000	-5.6041926505e-05	4.2146858603e-04	-3.0590062765e-05
-35.000	5.000	-347.000	-5.5763745748e-05	4.2866434200e-04	-3.0690825562e-05
-30.000	5.000	-347.000	-5.6487164874e-05	4.3458693987e-04	-2.9568357642e-05
-25.000	5.000	-347.000	-5.5095515298e-05	4.3809907455e-04	-2.9489081030e-05
-20.000	5.000	-347.000	-5.1878164666e-05	4.4246047620e-04	-2.5961642237e-05
-15.000	5.000	-347.000	-5.2829796425e-05	4.4620497150e-04	-2.6266894239e-05
-10.000	5.000	-347.000	-4.9188835412e-05	4.4747293304e-04	-2.3762642373e-05
-5.000	5.000	-347.000	-5.4674888094e-05	4.4863696330e-04	-2.6421742949e-05
0.000	5.000	-347.000	-5.5116397499e-05	4.5035405641e-04	-2.6257262501e-05
5.000	5.000	-347.000	-5.0826596655e-05	4.4954933141e-04	-2.3109165998e-05
10.000	5.000	-347.000	-5.0361221876e-05	4.4698148659e-04	-2.2447539691e-05
15.000	5.000	-347.000	-4.7448154746e-05	4.4465119897e-04	-2.0816812364e-05
20.000	5.000	-347.000	-5.0130026072e-05	4.4215610604e-04	-2.2753532597e-05
25.000	5.000	-347.000	-4.7281097132e-05	4.3741906707e-04	-2.0818294170e-05
30.000	5.000	-347.000	-4.9099340263e-05	4.3258032392e-04	-2.1411016506e-05
35.000	5.000	-347.000	-4.8540741368e-05	4.2668222414e-04	-2.1991143493e-05
40.000	5.000	-347.000	-5.0667742764e-05	4.2116273113e-04	-2.3301800758e-05
45.000	5.000	-347.000	-4.4200226590e-05	4.1335303826e-04	-1.7819860049e-05
50.000	5.000	-347.000	-4.4007812017e-05	4.0451145630e-04	-1.8095475936e-05
55.000	5.000	-347.000	-4.4560444570e-05	3.9526231525e-04	-1.7865055128e-05
60.000	5.000	-347.000	-3.9691908394e-05	3.8617872186e-04	-1.6195059942e-05
65.000	5.000	-347.000	-3.7770000038e-05	3.7567498182e-04	-1.3137353582e-05
70.000	5.000	-347.000	-4.4086866067e-05	3.6588985228e-04	-1.7295300781e-05
75.000	5.000	-347.000	-4.2446867439e-05	3.5461999022e-04	-1.7230842227e-05
80.000	5.000	-347.000	-3.9551699325e-05	3.4294702326e-04	-1.5606042120e-05
85.000	5.000	-347.000	-3.9531562916e-05	3.3029339044e-04	-1.5812013132e-05
90.000	5.000	-347.000	-4.2562465341e-05	3.1842443873e-04	-1.6575884044e-05
95.000	5.000	-347.000	-4.0409361183e-05	3.0543822576e-04	-1.5726068393e-05
100.000	5.000	-347.000	-3.6807181377e-05	2.9279053178e-04	-1.2097125878e-05
105.000	5.000	-347.000	-3.4767437736e-05	2.7774796419e-04	-1.1805951029e-05
110.000	5.000	-347.000	-3.4467628982e-05	2.6483895721e-04	-1.0991698716e-05
115.000	5.000	-347.000	-3.3937370214e-05	2.5132863351e-04	-1.0191523559e-05
120.000	5.000	-347.000	-3.3625628772e-05	2.3738476787e-04	-1.0939094609e-05
125.000	5.000	-347.000	-2.9091953590e-05	2.2489742482e-04	-7.3605334851e-06
130.000	5.000	-347.000	-2.5421906605e-05	2.1131509149e-04	-6.3062286229e-06
-130.000	5.000	-346.000	-4.1696599762e-05	2.1028765656e-04	-3.6894405678e-05
-125.000	5.000	-346.000	-3.8896893141e-05	2.2527974345e-04	-3.4402008270e-05
-120.000	5.000	-346.000	-3.9355555787e-05	2.3903207863e-04	-3.2268207871e-05
-115.000	5.000	-346.000	-3.9844795943e-05	2.5341245562e-04	-3.3615910276e-05
-110.000	5.000	-346.000	-3.9949952745e-05	2.6808532489e-04	-3.1811070772e-05
-105.000	5.000	-346.000	-4.2965193517e-05	2.8264609680e-04	-3.3151364148e-05
-100.000	5.000	-346.000	-4.5397224223e-05	2.9666865313e-04	-3.3408457460e-05
-95.000	5.000	-346.000	-4.1844266760e-05	3.0991989087e-04	-2.9862496100e-05
-90.000	5.000	-346.000	-4.0445905036e-05	3.2473380955e-04	-2.9700238361e-05
-85.000	5.000	-346.000	-4.6888810058e-05	3.3805111781e-04	-3.1540641207e-05
-80.000	5.000	-346.000	-4.8904688311e-05	3.5116353295e-04	-3.1822184316e-05
-75.000	5.000	-346.000	-4.7979905095e-05	3.6295230903e-04	-3.1706603461e-05
-70.000	5.000	-346.000	-4.8720477461e-05	3.7506327203e-04	-3.0150707335e-05
-65.000	5.000	-346.000	-5.0498447773e-05	3.8558482886e-04	-3.0931619010e-05
-60.000	5.000	-346.000	-4.7080478838e-05	3.9618581886e-04	-2.7699800483e-05
-55.000	5.000	-346.000	-5.7748300689e-05	4.0835914054e-04	-3.3925607695e-05
-50.000	5.000	-346.000	-5.0157620410e-05	4.1555415417e-04	-2.9724688157e-05
-45.000	5.000	-346.000	-5.1125659614e-05	4.2408394230e-04	-2.8193982730e-05
-40.000	5.000	-346.000	-5.6915250006e-05	4.3272879717e-04	-3.1213903021e-05
-35.000	5.000	-346.000	-5.7323944522e-05	4.3963874213e-04	-3.1152408079e-05
-30.000	5.000	-346.000	-5.7763962340e-05	4.4634527872e-04	-3.0330746744e-05
-25.000	5.000	-346.000	-5.6362617457e-05	4.5038449342e-04	-2.9123815891e-05
-20.000	5.000	-346.000	-5.3709832064e-05	4.5434204783e-04	-2.6360248007e-05
-15.000	5.000	-346.000	-5.4093169622e-05	4.5754016158e-04	-2.6626232155e-05
-10.000	5.000	-346.000	-5.0577501822e-05	4.5952079470e-04	-2.3906377540e-05
-5.000	5.000	-346.000	-5.6871994017e-05	4.6003228503e-04	-2.7194504693e-05
0.000	5.000	-346.000	-5.6455095779e-05	4.6139823891e-04	-2.6443970037e-05
5.000	5.000	-346.000	-5.1629815625e-05	4.6106714356e-04	-2.4169398076e-05
10.000	5.000	-346.000	-5.1725277118e-05	4.5935598939e-04	-2.2996548755e-05
15.000	5.000	-346.000	-4.9468507756e-05	4.5668940987e-04	-2.1685150587e-05
20.000	5.000	-346.000	-5.1962439265e-05	4.5423960129e-04	-2.3867109685e-05
25.000	5.000	-346.000	-4.8747326006e-05	4.4918260248e-04	-2.0481924244e-05
30.000	5.000	-346.000	-5.1086878383e-05	4.4378114574e-04	-2.2765387044e-05
35.000	5.000	-346.000	-5.0229216530e-05	4.3827724244e-04	-2.2577197702e-05
40.000	5.000	-346.000	-5.2163057559e-05	4.3185651684e-04	-2.3492212808e-05
45.000	5.000	-346.000	-4.5820088808e-05	4.2422573425e-04	-1.7379022811e-05
50.000	5.000	-346.000	-4.5382308365e-05	4.1531140041e-04	-1.8542981301e-05
55.000	5.000	-346.000	-4.6199697402e-05	4.0623745782e-04	-1.7647229669e-05
60.000	5.000	-346.000	-4.0632353266e-05	3.9620808985e-04	-1.5653459907e-05
65.000	5.000	-346.000	-3.9358538959e-05	3.8477045309e-04	-1.3894556369e-05
70.000	5.000	-346.000	-4.5106364985e-05	3.7511820713e-04	-1.7985822304e-05
75.000	5.000	-346.000	-4.3267985442e-05	3.6414826106e-04	-1.7379022811e-05
80.000	5.000	-346.000	-4.0912025611e-05	3.5137733443e-04	-1.5165204881e-05
85.000	5.000	-346.000	-4.1078337432e-05	3.3939331600e-04	-1.6627006346e-05
90.000	5.000	-346.000	-4.4042118491e-05	3.2647614315e-04	-1.6750737134e-05
95.000	5.000	-346.000	-4.2006103824e-05	3.1318259058e-04	-1.6442521518e-05
100.000	5.000	-346.000	-3.8389753955e-05	2.9997737955e-04	-1.3028440852e-05
105.000	5.000	-346.000	-3.5384954276e-05	2.8502835014e-04	-1.2221597569e-05
110.000	5.000	-346.000	-3.4972530790e-05	2.7191593482e-04	-1.1547375909e-05
115.000	5.000	-346.000	-3.4568311026e-05	2.5750363613e-04	-1.0525670777e-05
120.000	5.000	-346.000	-3.4338606806e-05	2.4369562353e-04	-1.1317696003e-05
125.000	5.000	-346.000	-3.0514926490e-05	2.3085862599e-04	-8.1821948285e-06
130.000	5.000	-346.000	-2.6336248732e-05	2.1665493210e-04	-6.4455183728e-06
-130.000	5.000	-345.000	-4.1917354466e-05	2.1631715544e-04	-3.6541735890e-05
-125.000	5.000	-345.000	-3.9355555787e-05	2.3090687979e-04	-3.3985620831e-05
-120.000	5.000	-345.000	-3.9997683491e-05	2.4604966697e-04	-3.2815735127e-05
-115.000	5.000	-345.000	-4.0816564117e-05	2.6038104778e-04	-3.3415866489e-05
-110.000	5.000	-345.000	-4.0322103412e-05	2.7562182721e-04	-3.2518633057e-05
-105.000	5.000	-345.000	-4.4198735004e-05	2.9025163916e-04	-3.3674441607e-05
-100.000	5.000	-345.000	-4.6202680574e-05	3.0453253892e-04	-3.4286427415e-05
-95.000	5.000	-345.000	-4.2889868432e-05	3.1859889480e-04	-2.9296446271e-05
-90.000	5.000	-345.000	-4.1619783091e-05	3.3310324672e-04	-3.0018826616e-05
-85.000	5.000	-345.000	-4.7997804125e-05	3.4680064648e-04	-3.1774766529e-05
-80.000	5.000	-345.000	-5.0206842743e-05	3.6069031906e-04	-3.1430987576e-05
-75.000	5.000	-345.000	-4.9150799974e-05	3.7304552056e-04	-3.1633254072e-05
-70.000	5.000	-345.000	-5.0119584971e-05	3.8518023926e-04	-3.0284810763e-05
-65.000	5.000	-345.000	-5.1114472721e-05	3.9591559755e-04	-3.1005709301e-05
-60.000	5.000	-345.000	-4.8102960926e-05	4.0663907796e-04	-2.7578292405e-05
-55.000	5.000	-345.000	-5.9120559647e-05	4.1837143406e-04	-3.3590719577e-05
-50.000	5.000	-345.000	-5.1207696835e-05	4.2691235767e-04	-2.9515753535e-05
-45.000	5.000	-345.000	-5.2609041722e-05	4.3526175078e-04	-2.8107297088e-05
-40.000	5.000	-345.000	-5.8580605579e-05	4.4453316274e-04	-3.0712311746e-05
-35.000	5.000	-345.000	-5.8553757034e-05	4.5150546644e-04	-3.1405055973e-05
-30.000	5.000	-345.000	-5.9353247036e-05	4.5773763100e-04	-3.0886423932e-05
-25.000	5.000	-345.000	-5.8261406213e-05	4.6183326552e-04	-2.8941553774e-05
-20.000	5.000	-345.000	-5.5202163684e-05	4.6639733313e-04	-2.5598599807e-05
-15.000	5.000	-345.000	-5.5372950261e-05	4.6954719307e-04	-2.6711435990e-05
-10.000	5.000	-345.000	-5.2676163084e-05	4.7144839299e-04	-2.4002694919e-05
-5.000	5.000	-345.000	-5.7907900372e-05	4.7266661598e-04	-2.7410848345e-05
0.000	5.000	-345.000	-5.8448600234e-05	4.7329836965e-04	-2.6077223092e-05
5.000	5.000	-345.000	-5.3468195160e-05	4.7321373990e-04	-2.4084194240e-05
10.000	5.000	-345.000	-5.3682983519e-05	4.7127616403e-04	-2.3572230323e-05
15.000	5.000	-345.000	-5.0617028846e-05	4.6899264549e-04	-2.1789617898e-05
